Age,Gender,Marital_Status,Household_Size,Governorate,Salary,Degree_Level,Employment_Status,Primary_Income_Source,Has_Other_Social_Benefits,Assets_Value,Liabilities_Value,Number_of_Children,Total_Spouse_Income,Working_Children_Count,Total_Children_Income,Total_Household_Income,Vehicle_Ownership,Vehicle_Count,Cylinder_Count,Vehicle_Age_Years,Fuel_Type,Expected_Fuel_Consumption_L,Average_Fuel_Consumption_L,Fuel_Deviation_L,Fuel_Deviation_Ratio,Previous_Subsidy_Received,Previous_Subsidy_Amount,Late_or_Missed_Renewals,Applications_Last_12_Months,Fraud,Eligible,ID
31.0,1,1,4,3,1388.81,2,2,0,0,17173.02,2166.06,1,225.02,0,0.0,1613.83,1,1,4,14,0,130.8,143.33,12.53,1.096,1,20.4,0,1,0,1,11228162
33.0,0,1,7,0,955.14,2,0,0,0,8708.57,533.29,3,347.48,0,0.0,1302.62,1,2,4,5,0,120.0,125.89,5.89,1.049,1,15.74,0,2,0,1,18127070
58.0,0,2,4,1,750.08,1,0,2,0,30450.14,1023.07,0,0.0,0,0.0,750.08,0,0,0,0,2,9.5,8.68,-0.82,0.914,1,38.72,0,1,0,0,17759959
37.0,0,1,6,1,1154.21,4,0,3,0,5679.61,919.99,1,270.37,0,0.0,1424.58,1,1,4,12,0,128.4,152.96,24.56,1.191,1,22.67,0,3,0,1,10860657
26.0,1,1,5,0,1259.01,0,0,2,1,17061.66,2280.28,6,204.36,0,0.0,1463.37,0,0,0,0,2,9.5,10.45,0.95,1.1,1,19.82,0,1,0,0,19895967
21.0,0,2,3,3,1253.34,0,3,0,0,9589.65,771.57,0,0.0,0,0.0,1253.34,1,2,4,10,1,126.0,120.48,-5.52,0.956,1,32.2,0,1,0,1,12218700
47.0,1,1,6,1,751.22,0,1,2,0,4000.41,2026.57,0,240.84,0,0.0,992.06,0,0,0,0,2,9.5,12.3,2.8,1.295,1,25.0,0,1,0,0,14561876
37.0,1,2,2,1,913.16,1,0,0,0,14570.73,2819.9,0,0.0,0,0.0,913.16,1,1,8,11,1,265.0,303.52,38.52,1.145,1,32.01,1,2,0,0,12720206
25.0,0,2,7,2,1134.57,0,0,0,0,28515.37,1780.83,0,0.0,0,0.0,1134.57,1,2,6,12,1,192.6,199.94,7.34,1.038,1,31.64,0,2,0,0,16658220
43.0,0,1,6,2,754.92,1,2,0,0,12363.09,3527.07,3,382.69,0,0.0,1137.61,1,1,4,12,1,128.4,130.91,2.51,1.02,1,25.94,2,0,0,1,13570135
37.0,0,2,5,2,1035.44,1,3,0,0,16114.9,461.74,0,0.0,0,0.0,1035.44,0,0,0,0,2,9.5,11.18,1.68,1.177,0,5.0,0,2,0,0,14228816
18.0,0,2,1,1,1098.3,1,2,3,0,6207.69,991.77,0,0.0,0,0.0,1098.3,0,0,0,0,2,9.5,11.71,2.21,1.233,1,15.92,0,1,0,0,10867849
42.0,1,1,9,4,1102.44,2,2,1,0,10255.54,3433.24,2,419.98,0,0.0,1522.42,1,2,4,2,1,116.4,121.34,4.94,1.042,1,26.21,0,0,0,1,10938881
51.0,0,2,2,1,513.49,0,3,0,1,4462.29,5536.6,0,0.0,0,0.0,513.49,0,0,0,0,2,9.5,9.39,-0.11,0.988,1,41.09,0,0,0,0,14980816
66.0,1,2,2,2,958.07,2,3,0,0,13310.99,919.95,0,0.0,0,0.0,958.07,1,1,6,6,1,181.8,219.13,37.33,1.205,1,33.07,0,2,0,0,16002640
35.0,1,2,1,3,880.76,0,0,0,1,14970.27,7949.64,0,0.0,0,0.0,880.76,1,3,4,10,1,126.0,111.9,-14.1,0.888,1,26.09,0,1,0,0,12002442
38.0,1,2,1,0,893.4,0,2,0,0,6124.24,5394.43,0,0.0,0,0.0,893.4,1,1,4,10,1,126.0,162.23,36.23,1.288,1,29.72,0,1,0,0,16647014
54.0,0,1,1,1,1529.65,2,1,2,0,9889.66,3953.63,2,288.98,1,211.14,2029.77,0,0,0,0,2,9.5,10.22,0.72,1.076,1,21.59,0,0,0,0,11865895
37.0,1,1,5,3,1239.67,0,1,0,0,20970.31,3378.58,2,554.38,1,83.13,1877.18,1,1,4,7,0,122.4,100.98,-21.42,0.825,1,37.54,0,1,0,1,14572659
38.0,1,3,5,1,944.24,0,0,1,0,29811.82,1533.43,1,0.0,0,0.0,944.24,1,1,4,12,1,128.4,137.85,9.45,1.074,1,32.31,0,1,0,0,16737026
27.0,1,2,4,0,1506.23,2,0,0,0,5880.32,1421.07,0,0.0,0,0.0,1506.23,0,0,0,0,2,9.5,11.18,1.68,1.177,1,20.43,0,0,0,0,19906366
18.0,0,2,4,3,1536.59,0,2,0,0,31440.56,6692.91,0,0.0,0,0.0,1536.59,1,2,4,7,0,122.4,309.35,186.95,2.527,0,5.0,2,5,1,1,18872449
46.0,0,2,3,2,1050.21,1,0,2,0,15802.89,2959.27,0,0.0,0,0.0,1050.21,0,0,0,0,2,9.5,9.09,-0.41,0.957,1,13.37,0,1,0,0,11218754
20.0,0,2,5,1,868.8,0,3,2,0,27913.37,3856.51,0,0.0,0,0.0,868.8,1,3,6,3,0,176.4,489.325,312.92,2.774,0,5.0,4,4,1,1,18928042
49.0,1,1,4,1,1263.21,4,0,1,0,7398.16,5410.08,2,110.1,1,122.25,1495.56,1,1,4,1,0,115.2,101.12,-14.08,0.878,0,5.0,3,0,0,1,18560954
26.0,0,2,3,1,665.5,2,3,1,0,5416.93,1536.17,0,0.0,0,0.0,665.5,0,0,0,0,2,9.5,9.98,0.48,1.051,1,20.54,1,4,0,0,17469585
38.0,0,1,1,3,1147.51,0,1,1,0,18228.79,1452.62,1,264.83,0,0.0,1412.34,0,0,0,0,2,9.5,9.49,-0.01,0.999,1,19.19,0,0,0,0,11470469
31.0,1,2,5,2,980.44,2,0,0,0,12873.44,1831.38,0,0.0,0,0.0,980.44,0,0,0,0,2,9.5,11.07,1.57,1.165,1,27.86,2,1,0,0,19186788
49.0,1,1,4,1,578.25,4,0,3,1,6221.42,2935.98,1,640.61,1,75.97,1294.83,0,0,0,0,2,9.5,9.81,0.31,1.033,1,15.61,0,0,0,0,13519680
39.0,1,2,5,3,1506.29,2,0,1,0,20471.37,1531.66,0,0.0,0,0.0,1506.29,0,0,0,0,2,9.5,11.58,2.08,1.219,1,11.86,0,0,0,0,14609911
59.0,1,2,6,0,784.06,1,2,1,0,13474.05,1340.39,0,0.0,0,0.0,784.06,0,0,0,0,2,9.5,7.51,-1.99,0.791,0,5.0,0,4,0,0,11066360
22.0,1,2,6,1,396.74,0,2,1,0,10421.65,4421.68,0,0.0,0,0.0,396.74,0,0,0,0,2,9.5,9.18,-0.32,0.966,1,36.84,0,2,0,0,15196498
40.0,1,2,5,1,1018.23,2,0,2,1,4199.71,888.78,0,0.0,0,0.0,1018.23,0,0,0,0,2,9.5,9.15,-0.35,0.963,1,34.65,0,3,0,0,11303216
36.0,1,2,7,1,642.13,2,0,0,1,16499.34,1259.22,0,0.0,0,0.0,642.13,0,0,0,0,2,9.5,8.39,-1.11,0.883,0,5.0,0,1,0,0,16901134
38.0,0,2,4,0,1594.1,2,0,0,0,16771.21,2132.38,0,0.0,0,0.0,1594.1,1,1,4,7,1,122.4,157.61,35.21,1.288,1,27.33,0,0,0,0,15917389
54.0,1,2,3,2,905.73,1,3,1,0,10034.34,9988.65,0,0.0,0,0.0,905.73,1,2,4,13,0,129.6,134.87,5.27,1.041,1,29.07,0,2,0,0,11488873
42.0,0,2,1,1,1736.48,1,1,0,0,7014.21,2211.65,0,0.0,0,0.0,1736.48,1,2,6,7,1,183.6,196.77,13.17,1.072,1,28.64,0,1,0,0,16548288
21.0,0,1,4,1,528.97,1,2,2,0,12687.59,1033.02,2,129.1,0,0.0,658.07,0,0,0,0,2,9.5,10.95,1.45,1.153,1,31.03,0,1,0,0,10903558
41.0,1,3,5,1,1759.15,0,0,1,0,44499.36,561.12,0,0.0,0,0.0,1759.15,1,1,4,8,1,123.6,127.51,3.91,1.032,0,5.0,1,1,0,0,12154400
30.0,1,2,4,1,1029.16,4,3,2,1,25542.17,598.2,0,0.0,0,0.0,1029.16,1,1,4,2,1,116.4,107.85,-8.55,0.927,1,26.61,0,2,0,0,16961510
29.0,0,2,5,3,968.06,2,0,0,0,8405.71,2914.73,0,0.0,0,0.0,968.06,1,1,6,8,1,185.4,217.0,31.6,1.17,0,5.0,0,3,0,0,16057709
48.0,0,2,7,0,1042.76,4,0,1,0,15254.51,1408.76,0,0.0,0,0.0,1042.76,1,1,4,10,1,126.0,94.94,-31.06,0.753,1,27.55,0,1,0,0,12730837
28.0,1,2,3,1,1340.46,0,3,1,0,9907.93,1082.02,0,0.0,0,0.0,1340.46,1,1,6,7,1,183.6,194.08,10.48,1.057,1,27.21,0,2,0,0,17249638
30.0,0,1,1,1,821.01,2,2,2,0,16687.24,1499.33,2,324.23,0,0.0,1145.24,0,0,0,0,2,9.5,9.77,0.27,1.028,1,33.67,0,0,0,0,14436239
35.0,0,2,5,1,1340.8,2,0,2,0,20458.07,1279.28,0,0.0,0,0.0,1340.8,1,1,6,4,1,178.2,387.85,209.65,2.176,1,33.49,2,5,1,0,15073748
46.0,1,1,2,3,890.56,3,2,0,0,38592.09,619.61,3,272.34,0,0.0,1162.9,0,0,0,0,2,9.5,11.48,1.98,1.208,1,26.6,1,1,0,0,19595445
42.0,1,2,6,2,893.53,1,0,0,0,13932.29,2943.32,0,0.0,0,0.0,893.53,1,1,4,8,1,123.6,138.16,14.56,1.118,1,28.37,2,0,0,0,15361855
32.0,0,1,3,3,1010.82,0,0,0,0,3582.09,2312.38,3,329.66,0,0.0,1340.48,1,1,4,12,1,128.4,128.93,0.53,1.004,0,5.0,0,1,0,1,12793514
32.0,0,1,3,0,1304.91,0,0,0,0,11847.65,5202.42,0,647.88,0,0.0,1952.79,1,1,4,9,0,124.8,111.45,-13.35,0.893,0,5.0,0,2,0,0,19250080
21.0,0,2,4,1,812.47,4,2,0,1,6247.16,3202.97,0,0.0,0,0.0,812.47,0,0,0,0,2,9.5,11.06,1.56,1.164,0,5.0,1,0,0,0,15948592
26.0,1,1,1,2,1667.51,0,1,0,0,11544.63,760.77,0,213.73,0,0.0,1881.24,1,3,4,9,0,124.8,140.72,15.92,1.128,1,22.83,0,1,0,0,15447276
27.0,0,2,6,1,924.51,2,0,1,1,15195.05,978.09,0,0.0,0,0.0,924.51,1,1,6,10,0,189.0,214.59,25.59,1.135,0,5.0,0,2,0,0,16165527
33.0,1,1,3,1,1753.29,1,1,0,0,22991.15,4141.27,4,417.07,0,0.0,2170.36,0,0,0,0,2,9.5,11.06,1.56,1.164,1,21.01,0,0,0,0,11935952
59.0,1,2,5,2,818.75,1,3,2,1,31177.4,2523.19,0,0.0,0,0.0,818.75,1,1,4,13,1,129.6,319.45,189.85,2.465,0,5.0,3,7,1,0,13171924
27.0,0,1,6,1,1801.62,0,3,1,0,25859.69,2396.17,2,229.21,0,0.0,2030.83,0,0,0,0,2,9.5,30.55,21.05,3.216,0,5.0,2,3,1,0,12705408
31.0,1,1,1,3,1413.2,0,0,2,0,8751.95,496.24,3,705.72,0,0.0,2118.92,1,1,4,4,0,118.8,121.22,2.42,1.02,1,33.65,0,1,0,1,11390600
18.0,1,2,4,1,1594.93,3,3,0,0,7342.93,1748.46,0,0.0,0,0.0,1594.93,0,0,0,0,2,9.5,10.45,0.95,1.1,1,23.0,0,2,0,0,11582489
42.0,0,2,5,3,689.61,0,0,1,0,12754.61,4067.44,0,0.0,0,0.0,689.61,1,1,6,7,1,183.6,206.6,23.0,1.125,0,5.0,0,2,0,0,14319420
18.0,1,2,3,4,832.11,4,2,0,0,17005.45,701.07,0,0.0,0,0.0,832.11,1,1,4,5,1,120.0,121.34,1.34,1.011,1,30.18,0,1,0,1,11061313
24.0,1,2,2,0,805.72,0,2,2,0,25436.83,3627.21,0,0.0,0,0.0,805.72,1,2,4,5,1,120.0,112.96,-7.04,0.941,1,20.92,0,1,0,1,14642283
48.0,0,2,1,1,1083.65,4,2,0,0,9280.7,2372.73,0,0.0,0,0.0,1083.65,0,0,0,0,2,9.5,9.38,-0.12,0.987,1,15.79,0,1,0,0,16511995
18.0,1,2,2,1,1311.81,0,2,1,1,11288.55,558.38,0,0.0,0,0.0,1311.81,0,0,0,0,2,9.5,11.49,1.99,1.209,0,5.0,1,0,0,0,14782510
36.0,0,1,2,4,1402.13,2,3,2,0,9481.0,2240.89,1,540.48,0,0.0,1942.61,1,1,4,10,0,126.0,144.52,18.52,1.147,1,14.01,0,0,0,1,19292085
45.0,0,2,2,0,1248.79,0,0,1,1,6635.7,1165.1,0,0.0,0,0.0,1248.79,0,0,0,0,2,9.5,10.39,0.89,1.094,0,5.0,1,0,0,0,16123869
53.0,0,1,1,4,1284.76,2,0,1,0,18048.42,1360.96,7,270.66,3,144.49,1699.91,1,1,8,3,0,245.0,273.85,28.85,1.118,1,38.29,1,0,0,1,13254849
24.0,0,2,3,0,1529.64,0,3,0,1,14473.21,2627.84,0,0.0,0,0.0,1529.64,0,0,0,0,2,9.5,9.7,0.2,1.021,1,27.96,1,2,0,0,13183992
28.0,1,2,4,1,1101.33,1,0,1,0,19165.28,946.92,0,0.0,0,0.0,1101.33,0,0,0,0,2,9.5,10.22,0.72,1.076,0,5.0,0,0,0,0,12859219
57.0,0,1,3,1,970.73,1,1,2,1,13421.87,2300.64,2,192.31,0,0.0,1163.04,0,0,0,0,2,9.5,9.28,-0.22,0.977,0,5.0,0,1,0,0,16192144
35.0,1,1,9,3,1292.83,0,0,1,1,13327.44,1546.82,2,145.52,0,0.0,1438.35,1,1,4,12,0,128.4,112.57,-15.83,0.877,1,20.94,0,0,0,1,10887257
26.0,0,2,3,2,1251.78,1,2,1,1,21932.47,927.89,0,0.0,0,0.0,1251.78,0,0,0,0,2,9.5,8.53,-0.97,0.898,0,5.0,0,0,0,0,11639987
26.0,0,1,4,3,683.8,2,3,0,0,3907.98,817.18,1,584.46,0,0.0,1268.26,0,0,0,0,2,9.5,6.5,-3.0,0.684,1,33.27,0,1,0,0,17237511
23.0,1,2,3,3,1150.22,0,2,0,0,7184.41,3086.56,0,0.0,0,0.0,1150.22,0,0,0,0,2,9.5,8.77,-0.73,0.923,1,31.16,0,2,0,0,17591580
30.0,0,1,2,1,1862.35,1,0,1,0,15966.89,1891.74,1,159.54,0,0.0,2021.89,0,0,0,0,2,9.5,9.66,0.16,1.017,1,22.69,0,0,0,0,17055245
48.0,0,2,3,3,1118.27,3,2,0,0,15324.98,2773.52,0,0.0,0,0.0,1118.27,1,2,4,7,1,122.4,89.1,-33.3,0.728,1,22.37,0,1,0,0,10416116
46.0,0,1,5,1,1415.11,2,0,0,0,9346.6,5619.18,1,254.33,0,0.0,1669.44,0,0,0,0,2,9.5,10.56,1.06,1.112,1,23.17,0,0,0,0,16318984
21.0,1,2,3,2,1041.96,2,0,0,0,6921.32,2882.57,0,0.0,0,0.0,1041.96,1,1,4,14,1,130.8,120.34,-10.46,0.92,0,5.0,0,1,0,0,17628130
38.0,1,1,2,1,1595.21,4,0,0,0,28053.77,4034.06,5,269.07,0,0.0,1864.28,0,0,0,0,2,9.5,7.31,-2.19,0.769,1,21.38,1,1,0,0,11183409
30.0,1,1,1,1,1287.3,2,0,1,0,6891.16,2684.75,0,219.79,0,0.0,1507.09,0,0,0,0,2,9.5,9.39,-0.11,0.988,1,34.49,0,0,0,0,10822851
44.0,0,1,5,1,924.32,2,0,1,0,17524.65,804.99,1,226.71,1,67.61,1218.64,0,0,0,0,2,9.5,9.88,0.38,1.04,1,21.02,0,0,0,0,17054114
33.0,1,1,5,4,1397.74,0,0,1,0,4228.67,1751.7,5,89.4,0,0.0,1487.14,1,1,4,7,0,122.4,120.22,-2.18,0.982,1,24.12,0,0,0,1,17155694
39.0,0,2,6,1,1662.57,2,2,1,0,9205.92,609.74,0,0.0,0,0.0,1662.57,1,1,4,5,1,120.0,134.99,14.99,1.125,0,5.0,0,0,0,0,13573730
33.0,1,1,5,1,1287.66,0,2,0,1,17160.59,1143.07,1,164.66,0,0.0,1452.32,1,1,6,4,1,178.2,126.42,-51.78,0.709,1,9.19,0,1,0,1,16103165
18.0,0,2,3,1,1129.34,2,3,2,0,4319.02,4068.85,0,0.0,0,0.0,1129.34,1,1,6,8,1,185.4,154.19,-31.21,0.832,0,5.0,0,1,0,1,14482690
36.0,1,1,1,0,1313.7,1,0,1,0,14702.1,2924.85,3,402.0,1,150.1,1865.8,0,0,0,0,2,9.5,9.91,0.41,1.043,1,29.38,1,0,0,0,19570368
20.0,0,1,7,1,1191.09,2,0,1,0,22647.6,2031.11,1,414.69,0,0.0,1605.78,1,3,4,6,1,121.2,118.18,-3.02,0.975,0,5.0,0,1,0,1,13568789
44.0,1,1,8,0,1367.8,0,3,0,1,18088.88,4364.26,2,269.45,0,0.0,1637.25,0,0,0,0,2,9.5,9.84,0.34,1.036,0,5.0,0,0,0,0,19320167
27.0,0,1,5,4,1004.46,0,0,2,0,6946.15,3841.59,2,290.25,0,0.0,1294.71,0,0,0,0,2,9.5,10.96,1.46,1.154,0,5.0,0,3,0,0,16923743
28.0,0,1,5,4,813.1,2,3,0,0,7925.74,1250.87,2,245.28,0,0.0,1058.38,1,1,4,1,0,115.2,158.36,43.16,1.375,1,21.73,1,0,0,1,19178572
35.0,0,1,8,1,1431.1,0,0,2,0,18669.67,3281.8,3,185.43,0,0.0,1616.53,1,2,4,5,1,120.0,104.36,-15.64,0.87,1,23.45,0,2,0,1,10891413
42.0,0,3,8,2,1773.2,3,0,1,0,14654.57,582.7,1,0.0,0,0.0,1773.2,0,0,0,0,2,9.5,12.51,3.01,1.317,1,31.47,0,0,0,0,13244684
33.0,0,2,5,1,1237.06,2,2,0,1,25390.18,1441.06,0,0.0,0,0.0,1237.06,0,0,0,0,2,9.5,11.99,2.49,1.262,0,5.0,1,1,0,0,17665509
55.0,0,2,6,4,1114.68,0,0,1,0,5262.56,2491.9,0,0.0,0,0.0,1114.68,1,2,6,12,0,192.6,193.35,0.75,1.004,1,19.68,0,0,0,0,12742322
55.0,1,1,6,0,1976.61,3,0,2,0,5293.84,1538.79,1,268.33,1,61.41,2306.35,1,1,4,11,1,127.2,128.96,1.76,1.014,0,5.0,0,0,0,1,16215180
56.0,1,1,5,0,1440.32,4,0,0,1,8117.09,3345.46,6,163.05,3,126.05,1729.42,1,1,4,10,1,126.0,128.94,2.94,1.023,1,23.41,0,0,0,1,15292828
32.0,1,1,4,4,1411.23,3,0,2,0,6614.22,2671.85,4,275.43,1,67.68,1754.34,0,0,0,0,2,9.5,10.83,1.33,1.14,0,5.0,0,0,0,0,17441991
18.0,1,2,5,3,1198.04,0,2,2,0,9573.08,2427.83,0,0.0,0,0.0,1198.04,1,3,6,9,0,187.2,235.58,48.38,1.258,0,5.0,0,2,0,1,16613667
50.0,1,2,6,1,950.37,0,1,1,0,11963.21,3915.92,0,0.0,0,0.0,950.37,1,1,4,10,0,126.0,112.64,-13.36,0.894,1,24.01,1,1,0,0,19348187
30.0,1,2,4,3,990.86,1,0,1,1,4902.64,1830.78,0,0.0,0,0.0,990.86,0,0,0,0,2,9.5,12.09,2.59,1.273,1,35.52,0,1,0,0,12170560
35.0,0,2,7,2,1041.65,4,2,0,1,9691.34,5828.99,0,0.0,0,0.0,1041.65,1,1,8,10,1,262.5,210.01,-52.49,0.8,1,34.14,1,2,0,0,14587263
43.0,1,1,2,3,680.87,0,0,0,0,13519.49,3720.86,0,235.3,0,0.0,916.17,1,1,4,5,0,120.0,124.1,4.1,1.034,1,20.68,0,0,0,0,19171154
18.0,1,2,3,2,1034.12,1,0,0,1,7774.09,5085.38,0,0.0,0,0.0,1034.12,0,0,0,0,2,9.5,10.35,0.85,1.089,1,26.99,0,2,0,0,14840942
55.0,1,1,7,2,1145.27,2,0,1,1,10552.6,3410.84,2,469.55,1,65.85,1680.67,1,1,6,9,1,187.2,163.21,-23.99,0.872,1,24.81,0,4,0,1,17446823
45.0,1,1,9,4,1015.95,0,0,1,0,15305.59,549.59,0,324.53,0,0.0,1340.48,1,1,8,5,1,250.0,231.79,-18.21,0.927,1,29.8,0,0,0,0,15555402
39.0,1,0,8,3,1193.77,1,0,0,0,14356.02,2778.74,3,0.0,1,38.4,1232.17,0,0,0,0,2,9.5,9.92,0.42,1.044,1,20.08,0,3,0,0,12796726
46.0,1,2,4,3,1076.95,2,0,0,0,19137.99,2396.88,0,0.0,0,0.0,1076.95,1,1,6,12,1,192.6,172.86,-19.74,0.898,1,17.36,1,1,0,0,13438708
42.0,0,3,4,2,1148.89,0,2,1,0,22213.32,2289.48,2,0.0,0,0.0,1148.89,1,1,4,7,1,122.4,118.76,-3.64,0.97,1,14.26,0,2,0,0,11646521
36.0,1,2,5,1,913.64,2,0,1,0,14680.75,1465.73,0,0.0,0,0.0,913.64,0,0,0,0,2,9.5,9.03,-0.47,0.951,1,30.54,0,2,0,0,16037240
31.0,0,1,9,0,1005.04,2,3,2,0,9646.02,9669.12,0,367.76,0,0.0,1372.8,1,1,4,6,0,121.2,136.85,15.65,1.129,1,6.92,0,1,0,0,16330212
26.0,1,1,7,3,1098.89,2,0,2,1,13089.49,5692.35,5,135.76,0,0.0,1234.65,0,0,0,0,2,9.5,13.28,3.78,1.398,1,21.69,0,0,0,0,14179088
38.0,0,1,4,0,877.86,3,0,1,1,16631.54,1402.79,2,159.87,0,0.0,1037.73,0,0,0,0,2,9.5,11.79,2.29,1.241,1,37.73,0,0,0,0,12070768
39.0,1,1,5,2,1072.25,4,2,1,1,22869.63,693.03,3,192.82,0,0.0,1265.07,0,0,0,0,2,9.5,9.86,0.36,1.038,1,14.72,0,3,0,0,14447545
48.0,1,1,2,3,914.99,1,0,0,0,41108.1,751.86,1,261.69,1,46.75,1223.43,1,1,4,4,1,118.8,127.48,8.68,1.073,1,13.39,0,0,0,1,10964201
37.0,0,2,7,2,1425.91,0,2,0,0,14158.62,4404.15,0,0.0,0,0.0,1425.91,1,1,6,11,0,190.8,243.33,52.53,1.275,0,5.0,1,0,0,0,19437396
25.0,0,0,4,2,1026.89,0,0,2,1,12255.32,1079.13,4,0.0,0,0.0,1026.89,0,0,0,0,2,9.5,10.34,0.84,1.088,1,50.28,1,1,0,0,11109672
18.0,1,2,3,3,1253.64,1,2,0,1,6501.87,3160.21,0,0.0,0,0.0,1253.64,1,2,4,10,0,126.0,133.75,7.75,1.062,0,5.0,1,0,0,1,17838390
33.0,0,1,1,2,930.66,0,3,0,1,3728.87,1789.95,2,227.34,0,0.0,1158.0,0,0,0,0,2,9.5,9.3,-0.2,0.979,0,5.0,0,2,0,0,19071069
35.0,0,2,3,1,1036.35,3,2,3,0,38031.34,3120.83,0,0.0,0,0.0,1036.35,1,1,4,9,0,124.8,130.91,6.11,1.049,1,18.48,0,1,0,0,16891252
34.0,0,1,3,0,1072.14,1,0,2,0,36159.76,2028.0,3,754.95,0,0.0,1827.09,0,0,0,0,2,9.5,8.55,-0.95,0.9,1,18.94,0,0,0,0,14647988
18.0,0,1,1,2,723.98,2,3,0,1,29204.25,1558.16,1,170.79,0,0.0,894.77,1,3,6,7,1,183.6,197.62,14.02,1.076,0,5.0,0,0,0,1,17056495
48.0,1,1,2,1,604.5,3,0,1,0,15175.16,4075.67,1,491.96,0,0.0,1096.46,1,3,6,8,0,185.4,166.74,-18.66,0.899,1,32.11,0,0,0,1,15259708
48.0,1,2,3,1,693.62,0,0,0,0,23083.22,3522.03,0,0.0,0,0.0,693.62,0,0,0,0,2,9.5,10.05,0.55,1.058,0,5.0,3,3,0,0,10925311
25.0,1,1,1,1,1305.88,2,1,1,1,19462.37,2578.12,2,288.05,0,0.0,1593.93,1,2,8,8,1,257.5,275.58,18.08,1.07,0,5.0,1,0,0,1,17915313
45.0,0,1,3,4,1254.37,0,2,0,0,11236.65,2947.89,2,327.9,0,0.0,1582.27,1,1,4,11,1,127.2,155.91,28.71,1.226,0,5.0,0,0,0,1,13338860
46.0,1,1,5,1,1014.85,0,0,0,0,7561.8,1769.28,1,265.29,1,159.4,1439.54,0,0,0,0,2,9.5,8.98,-0.52,0.945,1,25.92,0,1,0,0,14708028
35.0,0,1,3,1,585.29,0,0,1,1,10450.4,1035.47,2,107.11,0,0.0,692.4,1,1,4,10,1,126.0,111.2,-14.8,0.883,1,23.91,0,3,0,1,14696335
24.0,1,2,5,0,1321.62,1,0,1,1,13043.13,2791.18,0,0.0,0,0.0,1321.62,0,0,0,0,2,9.5,9.28,-0.22,0.977,1,22.92,0,2,0,0,16828335
54.0,1,3,6,0,922.31,4,0,0,0,4109.28,2430.46,2,0.0,0,0.0,922.31,1,1,8,9,1,260.0,229.89,-30.11,0.884,0,5.0,0,5,0,0,15773373
40.0,1,2,5,0,1174.68,0,0,0,1,19070.7,902.93,0,0.0,0,0.0,1174.68,0,0,0,0,2,9.5,11.27,1.77,1.186,0,5.0,0,2,0,0,11698326
32.0,0,2,9,1,1195.57,2,3,0,0,12525.79,2919.11,0,0.0,0,0.0,1195.57,0,0,0,0,2,9.5,8.73,-0.77,0.919,1,24.4,0,1,0,0,17337440
44.0,0,1,7,1,1465.14,0,0,0,0,4629.63,3016.05,2,176.36,0,0.0,1641.5,1,1,4,14,0,130.8,114.47,-16.33,0.875,1,17.42,0,2,0,1,15335354
54.0,0,1,3,0,1106.75,0,0,2,0,15453.78,1329.96,1,218.78,0,0.0,1325.53,1,2,4,6,0,121.2,98.49,-22.71,0.813,0,5.0,0,1,0,1,12230704
29.0,1,2,5,1,80.0,2,0,0,0,12766.68,4712.05,0,0.0,0,0.0,80.0,1,1,8,8,1,257.5,298.13,40.63,1.158,1,23.37,0,0,0,1,10786987
43.0,1,1,4,2,1287.43,2,0,2,0,31959.93,2368.09,2,408.48,1,248.76,1944.67,0,0,0,0,2,9.5,11.75,2.25,1.237,0,5.0,0,2,0,0,10594447
58.0,0,2,3,4,842.45,2,1,0,0,7832.16,818.98,0,0.0,0,0.0,842.45,1,1,4,4,1,118.8,105.31,-13.49,0.886,1,23.16,0,1,0,0,14044970
22.0,1,2,5,3,640.8,2,2,0,0,2305.08,2221.43,0,0.0,0,0.0,640.8,0,0,0,0,2,9.5,10.04,0.54,1.057,0,5.0,0,0,0,0,12718320
28.0,1,1,7,3,815.38,2,2,0,1,7273.33,4155.18,0,169.96,0,0.0,985.34,0,0,0,0,2,9.5,28.700000000000003,19.2,3.021,0,5.0,2,4,1,0,12798831
28.0,1,1,2,1,417.29,2,1,0,0,15252.33,2505.71,2,419.25,0,0.0,836.54,1,1,4,13,1,129.6,153.26,23.66,1.183,1,32.87,0,1,0,1,16336863
33.0,1,1,4,3,1320.08,2,1,1,0,13028.93,1218.57,2,122.91,0,0.0,1442.99,0,0,0,0,2,9.5,22.475,12.98,2.366,0,5.0,3,3,1,0,13365668
32.0,0,1,3,0,756.61,4,2,1,0,8000.96,1980.17,1,365.4,0,0.0,1122.01,0,0,0,0,2,9.5,10.02,0.52,1.055,0,5.0,0,2,0,0,11160467
39.0,1,2,3,1,1336.35,2,0,0,0,15466.48,2246.82,0,0.0,0,0.0,1336.35,1,1,6,6,1,181.8,162.78,-19.02,0.895,1,25.03,0,0,0,0,10925582
25.0,1,1,5,4,1061.53,0,0,1,0,9748.1,1037.79,2,266.18,0,0.0,1327.71,0,0,0,0,2,9.5,9.32,-0.18,0.981,1,26.54,0,1,0,0,11955987
28.0,0,2,6,0,1047.38,0,3,3,0,3900.53,271.65,0,0.0,0,0.0,1047.38,1,1,4,8,0,123.6,164.0,40.4,1.327,1,31.5,0,4,0,0,16881391
39.0,1,1,2,4,1283.19,4,0,2,1,9108.07,11347.48,0,302.08,0,0.0,1585.27,1,2,4,7,1,122.4,131.6,9.2,1.075,1,31.44,0,0,0,0,11135552
